,Content ID,Reaction Type,Datetime,Content Type,Category,Sentiment,Score,,Category,Score
13167,888660b0-7dd8-4983-858a-101cd03d392b,worried,9/8/2020 22:57,video,science,negative,12,,,
13168,888660b0-7dd8-4983-858a-101cd03d392b,cherish,3/31/2021 6:25,video,science,positive,70,,,
13169,888660b0-7dd8-4983-858a-101cd03d392b,like,9/11/2020 9:04,video,science,positive,50,,,
13172,14ebfb59-8d36-4857-b8e2-b6d2fb3b243d,worried,3/9/2021 23:45,GIF,studying,negative,12,,,
13173,14ebfb59-8d36-4857-b8e2-b6d2fb3b243d,super love,7/12/2020 20:14,GIF,studying,positive,75,,,
13174,14ebfb59-8d36-4857-b8e2-b6d2fb3b243d,worried,5/23/2021 18:35,GIF,studying,negative,12,,,
13175,14ebfb59-8d36-4857-b8e2-b6d2fb3b243d,adore,3/27/2021 16:34,GIF,studying,positive,72,,,
13176,14ebfb59-8d36-4857-b8e2-b6d2fb3b243d,heart,7/30/2020 14:54,GIF,studying,positive,60,,,
13177,14ebfb59-8d36-4857-b8e2-b6d2fb3b243d,disgust,11/4/2020 2:48,GIF,studying,negative,0,,,
13178,14ebfb59-8d36-4857-b8e2-b6d2fb3b243d,like,10/7/2020 18:47,GIF,studying,positive,50,,,
13179,14ebfb59-8d36-4857-b8e2-b6d2fb3b243d,hate,1/1/2021 5:58,GIF,studying,negative,5,,,
13180,14ebfb59-8d36-4857-b8e2-b6d2fb3b243d,worried,12/4/2020 11:15,GIF,studying,negative,12,,,
13182,14ebfb59-8d36-4857-b8e2-b6d2fb3b243d,indifferent,7/14/2020 4:31,GIF,studying,neutral,20,,,
13183,14ebfb59-8d36-4857-b8e2-b6d2fb3b243d,interested,5/17/2021 11:06,GIF,studying,positive,30,,,
13184,14ebfb59-8d36-4857-b8e2-b6d2fb3b243d,indifferent,8/24/2020 23:07,GIF,studying,neutral,20,,,
13185,14ebfb59-8d36-4857-b8e2-b6d2fb3b243d,interested,12/9/2020 13:57,GIF,studying,positive,30,,,
13186,14ebfb59-8d36-4857-b8e2-b6d2fb3b243d,love,12/6/2020 18:57,GIF,studying,positive,65,,,
13187,14ebfb59-8d36-4857-b8e2-b6d2fb3b243d,adore,6/30/2020 3:31,GIF,studying,positive,72,,,
13188,14ebfb59-8d36-4857-b8e2-b6d2fb3b243d,cherish,2/4/2021 1:57,GIF,studying,positive,70,,,
13189,14ebfb59-8d36-4857-b8e2-b6d2fb3b243d,interested,11/26/2020 9:01,GIF,studying,positive,30,,,
13190,14ebfb59-8d36-4857-b8e2-b6d2fb3b243d,adore,6/22/2020 18:50,GIF,studying,positive,72,,,
13192,14ebfb59-8d36-4857-b8e2-b6d2fb3b243d,heart,1/31/2021 16:13,GIF,studying,positive,60,,,
13193,14ebfb59-8d36-4857-b8e2-b6d2fb3b243d,cherish,2/5/2021 13:31,GIF,studying,positive,70,,,
13194,14ebfb59-8d36-4857-b8e2-b6d2fb3b243d,worried,11/14/2020 23:42,GIF,studying,negative,12,,,
13195,14ebfb59-8d36-4857-b8e2-b6d2fb3b243d,peeking,12/14/2020 2:21,GIF,studying,neutral,35,,,
13196,14ebfb59-8d36-4857-b8e2-b6d2fb3b243d,adore,8/21/2020 13:54,GIF,studying,positive,72,,,
13197,14ebfb59-8d36-4857-b8e2-b6d2fb3b243d,like,2/19/2021 1:47,GIF,studying,positive,50,,,
13199,6ccf94b4-f549-4d17-a1d0-3bf7656bce81,dislike,2/15/2021 14:09,video,animals,negative,10,,,
13200,6ccf94b4-f549-4d17-a1d0-3bf7656bce81,dislike,8/16/2020 15:17,video,animals,negative,10,,,
13201,6ccf94b4-f549-4d17-a1d0-3bf7656bce81,scared,9/23/2020 20:34,video,animals,negative,15,,,
13202,6ccf94b4-f549-4d17-a1d0-3bf7656bce81,like,1/27/2021 18:55,video,animals,positive,50,,,
13203,6ccf94b4-f549-4d17-a1d0-3bf7656bce81,like,10/22/2020 6:34,video,animals,positive,50,,,
13204,6ccf94b4-f549-4d17-a1d0-3bf7656bce81,interested,4/22/2021 15:12,video,animals,positive,30,,,
13205,6ccf94b4-f549-4d17-a1d0-3bf7656bce81,like,12/3/2020 5:13,video,animals,positive,50,,,
13206,6ccf94b4-f549-4d17-a1d0-3bf7656bce81,hate,12/18/2020 3:41,video,animals,negative,5,,,
13207,6ccf94b4-f549-4d17-a1d0-3bf7656bce81,indifferent,9/21/2020 4:38,video,animals,neutral,20,,,
13209,6ccf94b4-f549-4d17-a1d0-3bf7656bce81,super love,7/5/2020 11:17,video,animals,positive,75,,,
13210,6ccf94b4-f549-4d17-a1d0-3bf7656bce81,hate,8/13/2020 5:08,video,animals,negative,5,,,
13211,6ccf94b4-f549-4d17-a1d0-3bf7656bce81,scared,3/19/2021 6:13,video,animals,negative,15,,,
13212,6ccf94b4-f549-4d17-a1d0-3bf7656bce81,super love,11/29/2020 12:20,video,animals,positive,75,,,
13213,6ccf94b4-f549-4d17-a1d0-3bf7656bce81,worried,6/2/2021 1:09,video,animals,negative,12,,,
13214,6ccf94b4-f549-4d17-a1d0-3bf7656bce81,like,10/5/2020 9:47,video,animals,positive,50,,,
13215,6ccf94b4-f549-4d17-a1d0-3bf7656bce81,indifferent,10/13/2020 6:09,video,animals,neutral,20,,,
13216,6ccf94b4-f549-4d17-a1d0-3bf7656bce81,cherish,6/19/2020 15:30,video,animals,positive,70,,,
13217,6ccf94b4-f549-4d17-a1d0-3bf7656bce81,disgust,9/30/2020 14:46,video,animals,negative,0,,,
13219,6ccf94b4-f549-4d17-a1d0-3bf7656bce81,want,8/18/2020 10:50,video,animals,positive,70,,,
13220,6ccf94b4-f549-4d17-a1d0-3bf7656bce81,interested,1/30/2021 10:06,video,animals,positive,30,,,
13221,6ccf94b4-f549-4d17-a1d0-3bf7656bce81,dislike,3/27/2021 8:22,video,animals,negative,10,,,
13222,6ccf94b4-f549-4d17-a1d0-3bf7656bce81,peeking,8/17/2020 18:32,video,animals,neutral,35,,,
13223,6ccf94b4-f549-4d17-a1d0-3bf7656bce81,hate,9/22/2020 20:47,video,animals,negative,5,,,
13225,145ed259-6151-4021-bc13-a0b5482e5bd8,dislike,11/28/2020 23:59,photo,technology,negative,10,,,
13226,145ed259-6151-4021-bc13-a0b5482e5bd8,intrigued,5/26/2021 6:15,photo,technology,positive,45,,,
13227,145ed259-6151-4021-bc13-a0b5482e5bd8,hate,8/10/2020 22:33,photo,technology,negative,5,,,
13228,145ed259-6151-4021-bc13-a0b5482e5bd8,peeking,2/2/2021 5:56,photo,technology,neutral,35,,,
13229,145ed259-6151-4021-bc13-a0b5482e5bd8,hate,7/1/2020 12:12,photo,technology,negative,5,,,
13230,145ed259-6151-4021-bc13-a0b5482e5bd8,indifferent,3/19/2021 7:49,photo,technology,neutral,20,,,
13231,145ed259-6151-4021-bc13-a0b5482e5bd8,like,8/5/2020 19:26,photo,technology,positive,50,,,
13232,145ed259-6151-4021-bc13-a0b5482e5bd8,indifferent,8/21/2020 13:14,photo,technology,neutral,20,,,
13233,145ed259-6151-4021-bc13-a0b5482e5bd8,scared,10/23/2020 14:47,photo,technology,negative,15,,,
13235,145ed259-6151-4021-bc13-a0b5482e5bd8,worried,9/30/2020 11:04,photo,technology,negative,12,,,
13236,145ed259-6151-4021-bc13-a0b5482e5bd8,adore,12/28/2020 8:58,photo,technology,positive,72,,,
13237,145ed259-6151-4021-bc13-a0b5482e5bd8,dislike,7/12/2020 21:42,photo,technology,negative,10,,,
13238,145ed259-6151-4021-bc13-a0b5482e5bd8,intrigued,2/17/2021 7:22,photo,technology,positive,45,,,
13239,145ed259-6151-4021-bc13-a0b5482e5bd8,interested,4/11/2021 7:17,photo,technology,positive,30,,,
13240,145ed259-6151-4021-bc13-a0b5482e5bd8,cherish,1/8/2021 18:35,photo,technology,positive,70,,,
13241,145ed259-6151-4021-bc13-a0b5482e5bd8,intrigued,12/11/2020 0:01,photo,technology,positive,45,,,
13242,145ed259-6151-4021-bc13-a0b5482e5bd8,worried,4/11/2021 0:39,photo,technology,negative,12,,,
13243,145ed259-6151-4021-bc13-a0b5482e5bd8,adore,6/11/2021 8:13,photo,technology,positive,72,,,
13245,19f998c4-270b-489d-bea6-ae161d301923,cherish,10/2/2020 10:09,GIF,travel,positive,70,,,
13246,19f998c4-270b-489d-bea6-ae161d301923,adore,1/28/2021 15:53,GIF,travel,positive,72,,,
13247,19f998c4-270b-489d-bea6-ae161d301923,disgust,7/7/2020 23:54,GIF,travel,negative,0,,,
13248,19f998c4-270b-489d-bea6-ae161d301923,super love,10/26/2020 14:10,GIF,travel,positive,75,,,
13249,19f998c4-270b-489d-bea6-ae161d301923,cherish,12/6/2020 20:01,GIF,travel,positive,70,,,
13250,19f998c4-270b-489d-bea6-ae161d301923,love,5/22/2021 2:15,GIF,travel,positive,65,,,
13251,19f998c4-270b-489d-bea6-ae161d301923,heart,11/26/2020 15:38,GIF,travel,positive,60,,,
13252,19f998c4-270b-489d-bea6-ae161d301923,disgust,2/9/2021 3:48,GIF,travel,negative,0,,,
13253,19f998c4-270b-489d-bea6-ae161d301923,hate,7/7/2020 19:56,GIF,travel,negative,5,,,
13255,19f998c4-270b-489d-bea6-ae161d301923,love,12/13/2020 1:49,GIF,travel,positive,65,,,
13256,19f998c4-270b-489d-bea6-ae161d301923,dislike,5/3/2021 1:00,GIF,travel,negative,10,,,
13257,19f998c4-270b-489d-bea6-ae161d301923,scared,5/2/2021 15:36,GIF,travel,negative,15,,,
13258,19f998c4-270b-489d-bea6-ae161d301923,worried,12/14/2020 6:01,GIF,travel,negative,12,,,
13259,19f998c4-270b-489d-bea6-ae161d301923,indifferent,11/10/2020 2:57,GIF,travel,neutral,20,,,
13260,19f998c4-270b-489d-bea6-ae161d301923,disgust,7/15/2020 2:00,GIF,travel,negative,0,,,
13261,19f998c4-270b-489d-bea6-ae161d301923,worried,12/30/2020 5:05,GIF,travel,negative,12,,,
13262,19f998c4-270b-489d-bea6-ae161d301923,like,5/19/2021 9:52,GIF,travel,positive,50,,,
13263,19f998c4-270b-489d-bea6-ae161d301923,interested,9/28/2020 14:02,GIF,travel,positive,30,,,
13265,19f998c4-270b-489d-bea6-ae161d301923,interested,10/8/2020 10:39,GIF,travel,positive,30,,,
13266,19f998c4-270b-489d-bea6-ae161d301923,indifferent,7/30/2020 1:48,GIF,travel,neutral,20,,,
13267,19f998c4-270b-489d-bea6-ae161d301923,super love,9/12/2020 11:31,GIF,travel,positive,75,,,
13268,19f998c4-270b-489d-bea6-ae161d301923,worried,10/28/2020 22:11,GIF,travel,negative,12,,,
13269,19f998c4-270b-489d-bea6-ae161d301923,scared,6/10/2021 18:26,GIF,travel,negative,15,,,
13270,19f998c4-270b-489d-bea6-ae161d301923,dislike,12/21/2020 22:24,GIF,travel,negative,10,,,
13271,19f998c4-270b-489d-bea6-ae161d301923,dislike,11/5/2020 7:12,GIF,travel,negative,10,,,
13272,19f998c4-270b-489d-bea6-ae161d301923,heart,1/28/2021 16:45,GIF,travel,positive,60,,,
13273,19f998c4-270b-489d-bea6-ae161d301923,super love,2/13/2021 6:32,GIF,travel,positive,75,,,
13275,19f998c4-270b-489d-bea6-ae161d301923,cherish,12/23/2020 3:27,GIF,travel,positive,70,,,
13277,2073855c-fab2-41ee-ad15-d4269b2ac4bd,want,1/10/2021 1:52,audio,education,positive,70,,,
13278,2073855c-fab2-41ee-ad15-d4269b2ac4bd,adore,2/28/2021 14:52,audio,education,positive,72,,,
13279,2073855c-fab2-41ee-ad15-d4269b2ac4bd,want,6/13/2021 19:06,audio,education,positive,70,,,
13280,2073855c-fab2-41ee-ad15-d4269b2ac4bd,super love,8/15/2020 7:03,audio,education,positive,75,,,
13281,2073855c-fab2-41ee-ad15-d4269b2ac4bd,super love,12/15/2020 13:17,audio,education,positive,75,,,
13283,3af75639-bdaf-4461-b630-d212e7fb4f30,love,5/29/2021 13:17,audio,education,positive,65,,,
13284,3af75639-bdaf-4461-b630-d212e7fb4f30,interested,9/2/2020 23:35,audio,education,positive,30,,,
13285,3af75639-bdaf-4461-b630-d212e7fb4f30,intrigued,8/17/2020 23:09,audio,education,positive,45,,,
13286,3af75639-bdaf-4461-b630-d212e7fb4f30,cherish,7/30/2020 20:06,audio,education,positive,70,,,
13287,3af75639-bdaf-4461-b630-d212e7fb4f30,intrigued,11/21/2020 7:09,audio,education,positive,45,,,
13288,3af75639-bdaf-4461-b630-d212e7fb4f30,love,2/28/2021 11:07,audio,education,positive,65,,,
13289,3af75639-bdaf-4461-b630-d212e7fb4f30,worried,3/5/2021 12:01,audio,education,negative,12,,,
13290,3af75639-bdaf-4461-b630-d212e7fb4f30,disgust,6/14/2021 13:40,audio,education,negative,0,,,
13291,3af75639-bdaf-4461-b630-d212e7fb4f30,interested,7/7/2020 1:03,audio,education,positive,30,,,
13293,3af75639-bdaf-4461-b630-d212e7fb4f30,scared,4/25/2021 10:28,audio,education,negative,15,,,
13294,3af75639-bdaf-4461-b630-d212e7fb4f30,dislike,1/31/2021 4:23,audio,education,negative,10,,,
13295,3af75639-bdaf-4461-b630-d212e7fb4f30,indifferent,5/31/2021 5:39,audio,education,neutral,20,,,
13296,3af75639-bdaf-4461-b630-d212e7fb4f30,want,10/25/2020 22:15,audio,education,positive,70,,,
13297,3af75639-bdaf-4461-b630-d212e7fb4f30,peeking,11/23/2020 1:10,audio,education,neutral,35,,,
13298,3af75639-bdaf-4461-b630-d212e7fb4f30,want,10/17/2020 5:35,audio,education,positive,70,,,
13299,3af75639-bdaf-4461-b630-d212e7fb4f30,worried,7/28/2020 8:00,audio,education,negative,12,,,
13300,3af75639-bdaf-4461-b630-d212e7fb4f30,love,12/31/2020 0:59,audio,education,positive,65,,,
13301,3af75639-bdaf-4461-b630-d212e7fb4f30,love,10/5/2020 13:28,audio,education,positive,65,,,
13303,3af75639-bdaf-4461-b630-d212e7fb4f30,hate,12/2/2020 7:09,audio,education,negative,5,,,
13304,3af75639-bdaf-4461-b630-d212e7fb4f30,peeking,2/19/2021 7:15,audio,education,neutral,35,,,
13305,3af75639-bdaf-4461-b630-d212e7fb4f30,scared,1/23/2021 12:11,audio,education,negative,15,,,
13306,3af75639-bdaf-4461-b630-d212e7fb4f30,scared,2/21/2021 5:18,audio,education,negative,15,,,
13307,3af75639-bdaf-4461-b630-d212e7fb4f30,super love,3/12/2021 18:26,audio,education,positive,75,,,
13308,3af75639-bdaf-4461-b630-d212e7fb4f30,like,3/19/2021 8:00,audio,education,positive,50,,,
13309,3af75639-bdaf-4461-b630-d212e7fb4f30,peeking,11/28/2020 11:10,audio,education,neutral,35,,,
13310,3af75639-bdaf-4461-b630-d212e7fb4f30,like,2/26/2021 3:22,audio,education,positive,50,,,
13311,3af75639-bdaf-4461-b630-d212e7fb4f30,love,6/14/2021 13:10,audio,education,positive,65,,,
13313,3af75639-bdaf-4461-b630-d212e7fb4f30,intrigued,12/24/2020 21:03,audio,education,positive,45,,,
13314,3af75639-bdaf-4461-b630-d212e7fb4f30,love,3/4/2021 11:36,audio,education,positive,65,,,
13315,3af75639-bdaf-4461-b630-d212e7fb4f30,hate,9/2/2020 13:23,audio,education,negative,5,,,
13316,3af75639-bdaf-4461-b630-d212e7fb4f30,hate,8/28/2020 10:07,audio,education,negative,5,,,
13317,3af75639-bdaf-4461-b630-d212e7fb4f30,adore,7/23/2020 13:25,audio,education,positive,72,,,
13318,3af75639-bdaf-4461-b630-d212e7fb4f30,scared,4/6/2021 0:58,audio,education,negative,15,,,
13319,3af75639-bdaf-4461-b630-d212e7fb4f30,hate,1/4/2021 20:14,audio,education,negative,5,,,
13321,12a7140a-6fe7-41e2-b2b4-75d913fcca1e,cherish,7/29/2020 14:02,GIF,studying,positive,70,,,
13322,12a7140a-6fe7-41e2-b2b4-75d913fcca1e,disgust,8/1/2020 20:51,GIF,studying,negative,0,,,
13323,12a7140a-6fe7-41e2-b2b4-75d913fcca1e,want,7/24/2020 1:39,GIF,studying,positive,70,,,
13324,12a7140a-6fe7-41e2-b2b4-75d913fcca1e,worried,5/18/2021 8:10,GIF,studying,negative,12,,,
13325,12a7140a-6fe7-41e2-b2b4-75d913fcca1e,super love,8/14/2020 21:22,GIF,studying,positive,75,,,
13326,12a7140a-6fe7-41e2-b2b4-75d913fcca1e,heart,9/7/2020 3:54,GIF,studying,positive,60,,,
13327,12a7140a-6fe7-41e2-b2b4-75d913fcca1e,interested,11/20/2020 13:55,GIF,studying,positive,30,,,
13328,12a7140a-6fe7-41e2-b2b4-75d913fcca1e,super love,10/12/2020 18:45,GIF,studying,positive,75,,,
13329,12a7140a-6fe7-41e2-b2b4-75d913fcca1e,interested,4/6/2021 20:01,GIF,studying,positive,30,,,
13331,12a7140a-6fe7-41e2-b2b4-75d913fcca1e,peeking,11/3/2020 7:04,GIF,studying,neutral,35,,,
13332,12a7140a-6fe7-41e2-b2b4-75d913fcca1e,heart,1/22/2021 8:27,GIF,studying,positive,60,,,
13333,12a7140a-6fe7-41e2-b2b4-75d913fcca1e,adore,5/24/2021 0:52,GIF,studying,positive,72,,,
13334,12a7140a-6fe7-41e2-b2b4-75d913fcca1e,intrigued,1/3/2021 13:18,GIF,studying,positive,45,,,
13335,12a7140a-6fe7-41e2-b2b4-75d913fcca1e,interested,5/25/2021 13:04,GIF,studying,positive,30,,,
13336,12a7140a-6fe7-41e2-b2b4-75d913fcca1e,cherish,1/5/2021 9:33,GIF,studying,positive,70,,,
13337,12a7140a-6fe7-41e2-b2b4-75d913fcca1e,like,4/15/2021 7:50,GIF,studying,positive,50,,,
13338,12a7140a-6fe7-41e2-b2b4-75d913fcca1e,interested,12/14/2020 9:59,GIF,studying,positive,30,,,
13339,12a7140a-6fe7-41e2-b2b4-75d913fcca1e,want,1/3/2021 12:00,GIF,studying,positive,70,,,
13341,12a7140a-6fe7-41e2-b2b4-75d913fcca1e,peeking,3/13/2021 21:25,GIF,studying,neutral,35,,,
13342,12a7140a-6fe7-41e2-b2b4-75d913fcca1e,scared,6/9/2021 6:13,GIF,studying,negative,15,,,
13343,12a7140a-6fe7-41e2-b2b4-75d913fcca1e,love,11/30/2020 14:15,GIF,studying,positive,65,,,
13344,12a7140a-6fe7-41e2-b2b4-75d913fcca1e,adore,6/21/2020 18:52,GIF,studying,positive,72,,,
13345,12a7140a-6fe7-41e2-b2b4-75d913fcca1e,disgust,2/8/2021 9:54,GIF,studying,negative,0,,,
13346,12a7140a-6fe7-41e2-b2b4-75d913fcca1e,indifferent,10/2/2020 4:15,GIF,studying,neutral,20,,,
13347,12a7140a-6fe7-41e2-b2b4-75d913fcca1e,heart,3/15/2021 8:09,GIF,studying,positive,60,,,
13348,12a7140a-6fe7-41e2-b2b4-75d913fcca1e,hate,7/27/2020 13:52,GIF,studying,negative,5,,,
13349,12a7140a-6fe7-41e2-b2b4-75d913fcca1e,want,2/25/2021 15:01,GIF,studying,positive,70,,,
13351,12a7140a-6fe7-41e2-b2b4-75d913fcca1e,love,8/16/2020 7:57,GIF,studying,positive,65,,,
13352,12a7140a-6fe7-41e2-b2b4-75d913fcca1e,interested,10/28/2020 18:03,GIF,studying,positive,30,,,
13354,73fde78d-7908-4406-8377-747873ecd29a,worried,12/12/2020 8:06,video,studying,negative,12,,,
13355,73fde78d-7908-4406-8377-747873ecd29a,interested,12/2/2020 12:08,video,studying,positive,30,,,
13356,73fde78d-7908-4406-8377-747873ecd29a,disgust,2/13/2021 0:55,video,studying,negative,0,,,
13357,73fde78d-7908-4406-8377-747873ecd29a,heart,5/27/2021 15:28,video,studying,positive,60,,,
13358,73fde78d-7908-4406-8377-747873ecd29a,want,7/23/2020 3:03,video,studying,positive,70,,,
13359,73fde78d-7908-4406-8377-747873ecd29a,love,2/19/2021 6:35,video,studying,positive,65,,,
13360,73fde78d-7908-4406-8377-747873ecd29a,hate,2/9/2021 20:27,video,studying,negative,5,,,
13361,73fde78d-7908-4406-8377-747873ecd29a,indifferent,8/18/2020 0:18,video,studying,neutral,20,,,
13362,73fde78d-7908-4406-8377-747873ecd29a,scared,11/21/2020 3:38,video,studying,negative,15,,,
13364,73fde78d-7908-4406-8377-747873ecd29a,like,5/11/2021 11:31,video,studying,positive,50,,,
13365,73fde78d-7908-4406-8377-747873ecd29a,adore,2/3/2021 16:27,video,studying,positive,72,,,
13366,73fde78d-7908-4406-8377-747873ecd29a,super love,8/11/2020 22:43,video,studying,positive,75,,,
13367,73fde78d-7908-4406-8377-747873ecd29a,dislike,12/9/2020 4:02,video,studying,negative,10,,,
13368,73fde78d-7908-4406-8377-747873ecd29a,heart,5/6/2021 4:39,video,studying,positive,60,,,
13369,73fde78d-7908-4406-8377-747873ecd29a,indifferent,2/8/2021 13:08,video,studying,neutral,20,,,
13370,73fde78d-7908-4406-8377-747873ecd29a,disgust,12/5/2020 1:10,video,studying,negative,0,,,
13371,73fde78d-7908-4406-8377-747873ecd29a,dislike,1/15/2021 7:01,video,studying,negative,10,,,
13372,73fde78d-7908-4406-8377-747873ecd29a,super love,7/22/2020 21:47,video,studying,positive,75,,,
13374,73fde78d-7908-4406-8377-747873ecd29a,heart,4/26/2021 17:41,video,studying,positive,60,,,
13375,73fde78d-7908-4406-8377-747873ecd29a,super love,11/19/2020 14:17,video,studying,positive,75,,,
13376,73fde78d-7908-4406-8377-747873ecd29a,love,6/11/2021 14:06,video,studying,positive,65,,,
13377,73fde78d-7908-4406-8377-747873ecd29a,cherish,9/18/2020 8:47,video,studying,positive,70,,,
13378,73fde78d-7908-4406-8377-747873ecd29a,worried,4/21/2021 6:15,video,studying,negative,12,,,
13379,73fde78d-7908-4406-8377-747873ecd29a,heart,7/21/2020 6:22,video,studying,positive,60,,,
13380,73fde78d-7908-4406-8377-747873ecd29a,peeking,11/7/2020 7:31,video,studying,neutral,35,,,
13381,73fde78d-7908-4406-8377-747873ecd29a,indifferent,10/23/2020 3:29,video,studying,neutral,20,,,
13382,73fde78d-7908-4406-8377-747873ecd29a,peeking,7/23/2020 12:16,video,studying,neutral,35,,,
13384,73fde78d-7908-4406-8377-747873ecd29a,worried,1/5/2021 5:55,video,studying,negative,12,,,
13385,73fde78d-7908-4406-8377-747873ecd29a,like,12/13/2020 5:34,video,studying,positive,50,,,
13386,73fde78d-7908-4406-8377-747873ecd29a,super love,11/7/2020 10:20,video,studying,positive,75,,,
13387,73fde78d-7908-4406-8377-747873ecd29a,dislike,1/22/2021 5:03,video,studying,negative,10,,,
13388,73fde78d-7908-4406-8377-747873ecd29a,heart,1/12/2021 20:05,video,studying,positive,60,,,
13389,73fde78d-7908-4406-8377-747873ecd29a,like,5/7/2021 13:08,video,studying,positive,50,,,
13390,73fde78d-7908-4406-8377-747873ecd29a,worried,3/16/2021 6:02,video,studying,negative,12,,,
13391,73fde78d-7908-4406-8377-747873ecd29a,indifferent,11/6/2020 1:07,video,studying,neutral,20,,,
13393,d6c98c19-5733-47fd-9b03-e4574fbe4220,heart,4/24/2021 6:42,photo,travel,positive,60,,,
13394,d6c98c19-5733-47fd-9b03-e4574fbe4220,super love,6/4/2021 22:00,photo,travel,positive,75,,,
13395,d6c98c19-5733-47fd-9b03-e4574fbe4220,cherish,7/29/2020 23:40,photo,travel,positive,70,,,
13397,0ce7392d-5c20-4ffa-a42f-767f51e9b466,super love,7/5/2020 4:21,GIF,travel,positive,75,,,
13398,0ce7392d-5c20-4ffa-a42f-767f51e9b466,indifferent,8/10/2020 10:05,GIF,travel,neutral,20,,,
13399,0ce7392d-5c20-4ffa-a42f-767f51e9b466,disgust,11/22/2020 15:54,GIF,travel,negative,0,,,
13400,0ce7392d-5c20-4ffa-a42f-767f51e9b466,indifferent,5/29/2021 5:56,GIF,travel,neutral,20,,,
13401,0ce7392d-5c20-4ffa-a42f-767f51e9b466,indifferent,12/20/2020 6:06,GIF,travel,neutral,20,,,
13402,0ce7392d-5c20-4ffa-a42f-767f51e9b466,like,9/7/2020 15:43,GIF,travel,positive,50,,,
13403,0ce7392d-5c20-4ffa-a42f-767f51e9b466,cherish,4/2/2021 1:20,GIF,travel,positive,70,,,
13404,0ce7392d-5c20-4ffa-a42f-767f51e9b466,peeking,11/2/2020 16:14,GIF,travel,neutral,35,,,
13405,0ce7392d-5c20-4ffa-a42f-767f51e9b466,hate,2/20/2021 3:14,GIF,travel,negative,5,,,
13407,0ce7392d-5c20-4ffa-a42f-767f51e9b466,scared,5/21/2021 6:33,GIF,travel,negative,15,,,
13408,0ce7392d-5c20-4ffa-a42f-767f51e9b466,peeking,7/18/2020 21:46,GIF,travel,neutral,35,,,
13409,0ce7392d-5c20-4ffa-a42f-767f51e9b466,adore,5/14/2021 18:03,GIF,travel,positive,72,,,
13410,0ce7392d-5c20-4ffa-a42f-767f51e9b466,dislike,9/19/2020 21:36,GIF,travel,negative,10,,,
13411,0ce7392d-5c20-4ffa-a42f-767f51e9b466,super love,9/13/2020 11:04,GIF,travel,positive,75,,,
13412,0ce7392d-5c20-4ffa-a42f-767f51e9b466,dislike,4/30/2021 2:06,GIF,travel,negative,10,,,
13413,0ce7392d-5c20-4ffa-a42f-767f51e9b466,like,3/7/2021 20:34,GIF,travel,positive,50,,,
13414,0ce7392d-5c20-4ffa-a42f-767f51e9b466,disgust,12/30/2020 19:04,GIF,travel,negative,0,,,
13415,0ce7392d-5c20-4ffa-a42f-767f51e9b466,peeking,3/26/2021 11:32,GIF,travel,neutral,35,,,
13417,0ce7392d-5c20-4ffa-a42f-767f51e9b466,intrigued,9/9/2020 6:45,GIF,travel,positive,45,,,
13418,0ce7392d-5c20-4ffa-a42f-767f51e9b466,dislike,3/24/2021 16:10,GIF,travel,negative,10,,,
13419,0ce7392d-5c20-4ffa-a42f-767f51e9b466,adore,9/26/2020 19:14,GIF,travel,positive,72,,,
13420,0ce7392d-5c20-4ffa-a42f-767f51e9b466,hate,8/5/2020 5:14,GIF,travel,negative,5,,,
13421,0ce7392d-5c20-4ffa-a42f-767f51e9b466,super love,4/28/2021 15:54,GIF,travel,positive,75,,,
13422,0ce7392d-5c20-4ffa-a42f-767f51e9b466,interested,5/27/2021 1:24,GIF,travel,positive,30,,,
13423,0ce7392d-5c20-4ffa-a42f-767f51e9b466,adore,1/16/2021 12:23,GIF,travel,positive,72,,,
13424,0ce7392d-5c20-4ffa-a42f-767f51e9b466,disgust,1/16/2021 19:27,GIF,travel,negative,0,,,
13425,0ce7392d-5c20-4ffa-a42f-767f51e9b466,indifferent,8/29/2020 18:39,GIF,travel,neutral,20,,,
13427,0ce7392d-5c20-4ffa-a42f-767f51e9b466,intrigued,8/17/2020 18:17,GIF,travel,positive,45,,,
13429,0646f8f9-e558-4893-bb28-2228eb0c9323,cherish,11/10/2020 4:00,audio,fitness,positive,70,,,
13430,0646f8f9-e558-4893-bb28-2228eb0c9323,peeking,8/14/2020 11:27,audio,fitness,neutral,35,,,
13431,0646f8f9-e558-4893-bb28-2228eb0c9323,peeking,7/26/2020 10:17,audio,fitness,neutral,35,,,
13432,0646f8f9-e558-4893-bb28-2228eb0c9323,indifferent,2/23/2021 7:32,audio,fitness,neutral,20,,,
13433,0646f8f9-e558-4893-bb28-2228eb0c9323,heart,1/11/2021 3:38,audio,fitness,positive,60,,,
13435,ed28489e-90b0-4daa-a1fa-22170cdc89d5,heart,8/10/2020 2:31,audio,veganism,positive,60,,,
13436,ed28489e-90b0-4daa-a1fa-22170cdc89d5,super love,1/5/2021 7:04,audio,veganism,positive,75,,,
13437,ed28489e-90b0-4daa-a1fa-22170cdc89d5,indifferent,6/1/2021 9:11,audio,veganism,neutral,20,,,
13438,ed28489e-90b0-4daa-a1fa-22170cdc89d5,heart,4/5/2021 1:32,audio,veganism,positive,60,,,
13439,ed28489e-90b0-4daa-a1fa-22170cdc89d5,hate,1/31/2021 21:08,audio,veganism,negative,5,,,
